Food_Type,Quantity,Preparation_Time,Storage_Hours,Temperature,Food_Safe
Dairy Products,10.0,24.6,5.5,23.1,No
Fruits,57.3,32.7,45.0,29.6,No
Vegetables,67.5,11.8,55.4,38.8,No
Fruits,54.2,10.3,39.7,23.3,Yes
Fast Food,4.7,49.5,3.3,77.8,No
Curry,36.0,56.5,9.1,18.8,No
Curry,35.6,103.7,8.1,33.6,No
Fast Food,4.0,7.7,1.6,63.2,No
Bread,52.1,122.7,6.4,5.4,Yes
Vegetables,56.6,8.8,24.3,22.8,No
Fruits,77.1,28.3,29.8,36.2,No
Bread,41.5,54.4,21.0,3.8,Yes
Dairy Products,25.7,36.2,4.4,2.1,Yes
Vegetables,67.7,41.2,10.8,4.3,Yes
Rice,34.8,19.5,15.2,60.0,No
Vegetables,54.7,16.8,36.0,-1.4,No
Curry,2.1,8.9,10.1,16.9,No
Rice,45.1,10.0,8.3,43.8,Yes
Curry,1.1,57.8,11.8,77.8,No
Rice,36.9,1.0,7.9,54.9,Yes
Curry,31.2,45.3,11.2,28.6,Yes
Dairy Products,25.3,25.5,2.6,-1.9,No
Vegetables,37.1,31.0,40.6,24.6,No
Fast Food,14.8,2.7,5.4,52.1,No
Dairy Products,10.5,16.0,7.6,10.4,No
Rice,20.7,29.1,16.4,62.7,No
Fruits,63.0,11.3,86.2,-3.5,No
Dairy Products,1.4,11.9,4.4,16.8,No
Fruits,54.9,5.6,7.9,33.9,No
Curry,16.5,65.4,8.9,36.8,Yes
Curry,5.6,39.9,4.1,48.9,Yes
Dairy Products,5.0,35.0,11.5,8.3,No
Rice,21.7,66.1,13.7,44.5,No
Fast Food,7.6,0.6,5.3,73.9,No
Vegetables,16.9,30.2,21.8,25.7,No
Rice,21.0,40.4,16.0,24.4,Yes
Bread,55.2,62.8,16.1,34.5,No
Curry,29.6,36.5,13.7,63.9,Yes
Curry,8.4,68.6,5.8,80.6,Yes
Vegetables,40.9,55.9,24.7,29.1,No
Fruits,74.4,3.7,52.7,-3.8,No
Vegetables,32.2,3.4,41.5,-1.7,No
Rice,17.2,86.7,4.9,67.8,Yes
Vegetables,23.1,14.3,28.0,6.6,Yes
Fast Food,21.0,27.5,5.3,32.0,Yes
Bread,14.2,55.4,68.7,42.1,No
Dairy Products,19.4,33.7,10.2,16.1,No
Rice,12.2,15.9,10.7,32.8,Yes
Bread,54.8,147.7,64.6,13.2,No
Fast Food,1.0,32.6,5.4,68.0,No
Dairy Products,24.3,33.7,6.7,27.7,No
Fast Food,7.9,29.0,3.0,61.3,No
Fast Food,14.9,53.4,4.9,30.2,No
Rice,24.7,89.4,8.8,22.6,No
Dairy Products,22.6,16.7,5.8,11.9,No
Curry,16.1,69.2,4.8,25.4,Yes
Fast Food,5.9,0.6,3.3,76.3,No
Dairy Products,13.1,33.7,4.9,14.5,No
Rice,11.7,11.9,7.7,44.3,Yes
Fruits,71.3,19.8,40.8,-3.2,Yes
Vegetables,62.6,24.4,27.4,17.4,Yes
Rice,33.8,7.7,17.1,63.3,No
Curry,22.6,50.3,3.2,66.4,Yes
Bread,12.9,42.5,49.4,38.8,No
Curry,25.1,111.5,4.2,29.1,Yes
Fast Food,21.4,56.9,3.6,77.8,No
Fruits,49.3,29.4,21.0,14.7,Yes
Fast Food,4.4,18.3,1.3,24.2,Yes
Rice,39.5,77.5,5.1,42.8,Yes
Bread,32.4,119.2,24.9,5.3,Yes
Fast Food,1.2,10.0,2.4,21.4,No
Bread,15.6,72.2,54.8,15.1,Yes
Fast Food,1.7,33.4,5.8,31.1,No
Vegetables,28.4,40.7,3.5,27.5,No
Rice,13.2,6.8,8.9,76.2,No
Vegetables,28.7,24.9,15.4,21.6,Yes
Vegetables,57.0,34.0,56.0,2.2,No
Curry,33.2,84.0,4.1,9.2,Yes
Fast Food,10.8,34.6,1.1,72.8,No
Bread,7.8,11.2,14.4,9.1,No
Fruits,1.4,14.6,75.9,3.0,Yes
Dairy Products,3.3,37.6,2.2,0.3,No
Rice,36.4,44.0,5.7,80.2,No
Vegetables,35.4,8.2,62.3,-1.9,No
Fruits,33.8,39.4,34.9,28.3,No
Curry,16.8,81.7,7.0,19.8,Yes
Fast Food,18.3,3.3,3.4,60.2,No
Fast Food,5.5,0.8,5.8,38.2,No
Dairy Products,17.1,15.9,8.6,-4.7,No
Fast Food,7.2,26.7,3.8,14.5,No
Bread,44.8,84.4,36.3,5.0,No
Rice,18.9,65.0,10.4,39.7,Yes
Dairy Products,4.8,24.7,4.5,13.9,No
Curry,22.4,86.5,2.3,15.4,Yes
Fruits,67.5,37.4,62.4,33.3,No
Bread,30.8,93.1,7.9,26.8,Yes
Bread,48.8,20.8,60.7,40.1,No
Bread,36.5,146.3,65.1,23.3,No
Bread,42.1,25.5,57.1,15.5,Yes
Fast Food,12.2,14.3,2.8,27.8,No
Vegetables,64.9,14.3,5.5,8.5,Yes
Dairy Products,14.0,30.4,7.9,18.4,No
Fast Food,7.2,11.5,2.2,48.5,Yes
Vegetables,62.9,31.1,12.3,38.9,No
Rice,17.5,36.5,12.9,22.7,No
Fast Food,4.8,54.9,0.8,63.5,Yes
Dairy Products,1.5,11.9,3.9,14.2,No
Dairy Products,1.9,2.0,3.8,14.8,Yes
Fruits,19.0,18.7,31.5,2.6,No
Curry,15.3,71.3,13.9,14.9,Yes
Rice,30.2,7.6,17.3,78.1,No
Rice,34.3,13.3,4.7,80.0,No
Curry,33.0,47.5,13.7,18.3,Yes
Fruits,46.2,35.5,95.0,23.5,No
Vegetables,56.0,13.0,24.1,18.7,Yes
Fast Food,8.3,9.5,3.5,15.6,Yes
Vegetables,29.8,24.9,50.1,30.4,No
Bread,15.7,93.3,57.0,8.3,No
Dairy Products,9.7,29.1,3.2,5.7,No
Curry,24.6,1.9,1.1,82.4,No
Fast Food,11.9,4.1,5.1,21.5,Yes
Fruits,20.7,33.2,35.4,6.7,Yes
Curry,26.0,15.0,9.5,48.9,No
Dairy Products,13.6,38.0,9.8,3.8,Yes
Curry,12.9,27.7,8.8,47.9,Yes
Dairy Products,23.6,23.6,2.6,27.7,Yes
Fruits,45.1,10.0,49.6,6.2,Yes
Rice,44.7,22.2,16.8,15.9,Yes
Rice,9.9,20.7,5.9,71.1,No
Bread,2.3,89.8,27.3,35.7,No
Curry,10.0,5.4,13.8,31.0,No
Bread,6.7,14.0,51.2,18.3,Yes
Fast Food,13.0,48.2,5.8,17.7,No
Bread,10.0,135.4,59.0,33.8,No
Bread,5.2,93.1,11.7,40.7,Yes
Bread,14.7,122.1,3.0,24.3,Yes
Rice,42.4,74.0,13.3,74.7,No
Dairy Products,22.5,29.2,4.1,26.7,No
Vegetables,50.2,28.2,24.3,17.4,Yes
Fruits,76.0,40.2,42.7,30.9,No
Dairy Products,19.8,39.2,5.2,-4.4,No
Dairy Products,12.9,33.8,1.4,17.1,No
Dairy Products,13.5,12.6,0.6,20.7,No
Bread,3.5,31.5,23.0,28.1,Yes
Dairy Products,19.9,23.8,5.8,-2.4,No
Dairy Products,29.0,1.0,11.2,-3.6,No
Rice,3.2,82.5,13.9,32.6,No
Dairy Products,7.3,6.0,10.1,12.3,No
Vegetables,15.3,16.9,70.1,12.6,Yes
Vegetables,37.1,24.5,36.8,26.8,No
Vegetables,57.4,21.2,30.6,21.8,No
Dairy Products,18.1,13.4,5.1,13.4,No
Fruits,14.9,1.5,52.0,2.0,No
Dairy Products,19.5,22.2,8.2,26.1,No
Dairy Products,6.6,8.4,5.3,-4.4,No
Vegetables,16.3,46.1,43.7,37.9,No
Vegetables,44.4,34.2,7.9,6.5,Yes
Vegetables,15.1,27.7,6.2,12.4,Yes
Fruits,30.9,23.2,45.4,11.8,Yes
Fast Food,12.8,6.1,2.8,25.1,Yes
Fast Food,9.8,24.1,6.0,16.2,Yes
Rice,45.9,59.0,4.2,78.9,No
Curry,14.6,100.2,5.5,24.8,Yes
Fast Food,12.3,28.6,4.9,-3.4,No
Fruits,55.3,21.6,64.1,2.2,No
Bread,33.3,104.3,1.4,5.2,No
Curry,38.2,114.6,4.7,23.9,Yes
Bread,35.8,14.4,71.5,36.0,No
Vegetables,59.2,34.1,36.0,23.4,No
Fruits,11.7,17.0,42.6,-4.4,No
Curry,21.5,92.7,1.4,-2.3,No
Bread,10.3,53.0,67.5,49.3,No
Rice,22.4,51.1,17.3,32.1,Yes
Fast Food,10.3,30.7,3.2,11.5,Yes
Fast Food,10.1,8.7,1.4,61.1,No
Rice,9.1,22.5,2.8,75.7,Yes
Fruits,59.7,20.3,91.7,37.9,No
Dairy Products,11.7,22.6,1.0,3.7,Yes
Fast Food,21.7,53.0,0.6,0.9,No
Dairy Products,16.7,4.6,2.6,14.1,Yes
Bread,46.5,78.0,44.4,29.2,Yes
Fruits,7.5,6.3,42.5,9.5,Yes
Bread,18.9,12.1,11.9,48.9,No
Bread,32.7,127.1,14.2,3.5,No
Fruits,7.1,16.5,24.8,-1.7,No
Vegetables,3.2,9.1,49.1,23.4,No
Fast Food,3.9,45.7,4.2,29.7,No
Bread,27.8,119.6,7.1,25.1,Yes
Fast Food,3.4,34.8,4.9,5.6,No
Dairy Products,20.6,5.7,4.0,11.0,Yes
Bread,4.7,16.3,19.2,14.0,No
Vegetables,8.2,56.6,72.0,20.3,No
Bread,55.4,107.6,17.0,15.7,Yes
Dairy Products,1.1,12.5,0.9,6.9,Yes
Fast Food,2.1,60.0,2.6,3.5,Yes
Fruits,42.6,3.1,21.8,6.8,Yes
Bread,19.6,27.5,55.2,22.9,No
Vegetables,19.5,3.3,52.4,-3.8,No
Bread,16.2,97.8,44.4,48.5,No
Curry,10.6,12.8,3.8,62.3,Yes
Rice,10.1,56.7,17.4,1.4,No
Curry,7.5,91.1,7.0,16.0,Yes
Rice,18.0,83.3,7.4,2.9,Yes
Rice,49.8,54.2,11.8,21.6,Yes
Bread,14.3,15.2,67.1,1.1,No
Vegetables,28.6,36.0,63.2,12.0,Yes
Fast Food,13.5,16.3,1.9,0.9,No
Fruits,64.8,1.1,6.3,35.1,No
Fast Food,2.7,29.2,5.8,68.2,No
Vegetables,63.6,35.7,58.3,31.7,No
Vegetables,8.1,55.9,5.8,-0.2,No
Fast Food,2.2,2.2,3.9,9.5,No
Bread,6.1,146.0,26.0,42.5,No
Curry,10.1,79.9,8.0,54.7,Yes
Bread,56.5,42.0,71.0,24.0,Yes
Dairy Products,7.8,9.8,0.5,25.9,Yes
Dairy Products,24.1,23.3,4.9,8.3,No
Dairy Products,4.2,29.6,6.0,22.4,No
Curry,38.5,104.3,11.6,57.5,Yes
Fruits,57.7,6.9,99.2,30.7,No
Fast Food,13.6,51.5,5.8,15.7,No
Dairy Products,24.6,22.1,8.1,3.6,No
Bread,35.0,120.7,64.5,24.1,No
Rice,22.1,32.9,10.3,4.1,Yes
Fruits,49.0,5.3,77.6,12.5,Yes
Dairy Products,24.5,22.3,2.7,23.9,No
Bread,24.6,124.7,38.8,29.8,No
Dairy Products,29.3,25.8,4.6,-4.8,Yes
Dairy Products,7.9,26.5,6.0,22.7,No
Fruits,32.4,33.6,104.2,11.3,No
Bread,2.4,139.3,28.3,2.7,No
Fast Food,24.0,49.1,4.2,58.7,No
Fruits,6.8,3.2,63.4,3.7,Yes
Fast Food,18.9,37.6,1.0,75.5,No
Rice,34.0,50.0,2.9,63.7,Yes
Dairy Products,29.2,33.3,7.7,20.2,No
Fast Food,10.7,7.7,4.2,13.5,Yes
Vegetables,9.6,40.6,68.0,16.0,No
Fast Food,22.6,21.8,2.2,30.6,Yes
Rice,38.8,47.7,2.9,7.6,Yes
Vegetables,51.2,23.9,21.1,16.6,Yes
Fast Food,1.7,11.4,1.9,4.9,Yes
Curry,17.5,22.7,13.7,49.9,Yes
Fruits,22.6,37.6,16.3,30.2,Yes
Dairy Products,7.6,7.2,4.4,21.0,Yes
Fast Food,11.9,6.1,2.6,46.2,Yes
Vegetables,59.4,34.1,61.0,2.4,No
Vegetables,29.6,15.4,22.0,18.4,Yes
Fast Food,23.1,37.8,4.7,57.0,No
Fast Food,24.3,7.0,2.2,77.5,No
Bread,2.4,109.1,2.3,28.1,Yes
Bread,42.4,93.1,47.7,34.7,No
Dairy Products,26.8,31.2,6.6,25.7,No
Vegetables,7.8,9.1,51.5,7.0,Yes
Fruits,14.3,18.6,95.8,38.5,No
Curry,6.7,38.9,4.8,43.2,Yes
Bread,21.3,96.7,41.1,24.5,Yes
Fast Food,14.7,36.1,2.5,36.6,Yes
Rice,28.7,57.9,3.1,59.8,Yes
Rice,4.2,60.8,17.8,81.7,No
Dairy Products,16.3,5.9,4.6,26.6,No
Rice,6.1,32.8,10.2,60.7,Yes
Rice,40.0,48.9,6.8,81.1,No
Dairy Products,5.2,38.6,7.7,27.8,No
Fruits,18.6,40.9,93.4,31.0,No
Dairy Products,21.8,21.0,1.5,16.0,No
Bread,46.0,50.7,25.4,9.2,No
Rice,31.2,76.0,10.1,7.4,No
Fruits,54.9,7.2,66.4,14.3,Yes
Bread,4.9,97.5,52.7,17.7,No
Rice,47.9,79.7,1.1,5.3,Yes
Fast Food,7.1,7.7,2.9,9.7,Yes
Curry,17.3,119.5,2.5,16.7,Yes
Curry,1.1,108.5,10.2,56.5,No
Curry,39.8,39.7,3.5,5.3,Yes
Curry,34.1,67.2,13.0,5.1,Yes
Curry,5.8,100.8,11.9,50.1,No
Dairy Products,20.6,0.4,2.9,-5.0,Yes
Rice,47.2,35.1,8.1,18.8,No
Dairy Products,16.9,11.6,8.9,13.2,No
Fruits,33.2,6.4,102.1,32.4,No
Vegetables,9.9,5.8,26.1,9.3,Yes
Fast Food,10.8,34.4,4.4,3.4,No
Rice,17.2,14.6,6.3,9.4,Yes
Curry,26.8,117.6,14.1,24.2,No
Fruits,52.2,28.6,25.8,36.5,No
Fruits,79.6,7.8,37.0,34.2,No
Rice,38.8,7.8,16.5,64.9,No
Vegetables,48.3,50.1,33.6,26.7,No
Fruits,4.2,3.7,48.4,18.9,Yes
Rice,13.5,86.7,14.5,43.0,No
Dairy Products,23.0,18.8,10.1,9.2,No
Fast Food,22.6,10.7,6.0,13.7,Yes
Dairy Products,23.3,26.4,4.7,24.0,No
Vegetables,29.1,19.3,36.0,22.3,No
Dairy Products,6.5,18.0,7.3,13.1,No
Fast Food,9.0,24.7,1.3,69.3,No
Rice,49.9,0.1,10.5,75.3,No
Vegetables,33.1,56.9,57.6,-0.1,No
Curry,5.5,24.6,6.0,42.0,Yes
Rice,45.9,17.6,8.5,56.3,Yes
Dairy Products,17.8,20.6,7.6,2.5,No
Bread,24.0,24.8,8.9,12.3,Yes
Fast Food,16.3,34.6,5.2,45.5,No
Dairy Products,12.4,1.9,9.5,23.0,No
Dairy Products,16.7,20.8,4.6,22.3,No
Fast Food,15.8,23.8,4.1,41.4,Yes
Vegetables,33.3,41.8,4.2,35.9,No
Fruits,19.7,26.4,66.7,39.1,No
Fast Food,7.6,27.8,5.5,51.1,Yes
Bread,7.5,144.8,32.8,29.1,Yes
Curry,16.0,92.5,5.5,53.9,No
Fast Food,9.5,34.1,4.3,-2.4,No
Curry,14.3,78.3,8.0,77.9,No
Dairy Products,2.6,32.5,8.6,13.9,No
Fast Food,8.5,30.4,1.7,52.1,Yes
Rice,19.5,47.4,17.9,14.6,No
Fruits,67.4,31.2,6.6,14.9,Yes
Fruits,76.6,4.2,99.5,23.7,No
Dairy Products,19.2,19.7,6.6,7.8,No
Curry,28.9,60.1,4.6,16.3,Yes
Vegetables,42.7,7.8,40.1,25.7,No
Curry,4.4,120.0,2.5,68.9,No
Curry,7.2,28.5,10.6,59.0,Yes
Vegetables,32.1,15.7,49.8,3.5,Yes
Bread,29.4,20.5,30.8,30.6,Yes
Curry,28.7,37.7,5.5,35.6,Yes
Rice,3.0,10.2,4.9,12.5,Yes
Fast Food,9.7,16.4,3.1,28.3,Yes
Vegetables,39.9,55.6,43.2,38.0,No
Fast Food,11.0,1.8,4.5,3.8,No
Vegetables,45.8,39.4,45.7,11.4,No
Vegetables,49.0,14.9,0.8,6.6,Yes
Vegetables,24.0,7.6,29.7,26.8,No
Fruits,39.5,24.3,86.7,9.0,No
Dairy Products,5.0,16.4,11.8,14.0,No
Dairy Products,24.9,1.4,6.5,17.9,Yes
Vegetables,27.0,39.6,59.1,1.4,No
Rice,10.0,61.7,3.1,45.8,Yes
Dairy Products,1.7,4.2,9.4,-3.8,No
Rice,46.0,6.0,6.5,4.7,No
Vegetables,59.5,15.2,44.2,15.6,Yes
Rice,19.7,65.5,10.1,12.4,No
Vegetables,51.7,51.3,5.7,21.8,No
Fast Food,16.6,8.8,0.5,23.7,Yes
Curry,7.8,50.1,13.1,75.8,No
Vegetables,17.1,27.8,54.0,3.2,Yes
Bread,37.6,55.4,53.1,26.8,Yes
Vegetables,65.4,3.7,14.3,2.1,Yes
Rice,49.1,15.1,17.6,44.8,Yes
Fruits,56.6,16.5,62.8,1.2,No
Fruits,2.0,25.6,88.5,32.0,No
Fruits,13.3,28.2,99.1,40.0,No
Curry,18.7,55.9,4.1,39.5,Yes
Rice,22.6,72.9,12.7,19.5,No
Fruits,62.3,2.4,47.2,1.4,No
Vegetables,32.3,55.3,39.5,2.0,Yes
Curry,21.0,118.7,13.5,56.8,No
Bread,8.1,13.8,24.9,43.3,No
Fruits,3.6,17.4,77.6,19.4,No
Rice,34.8,86.7,7.5,22.5,Yes
Fast Food,9.8,3.8,3.1,39.5,Yes
Fast Food,19.3,15.8,3.6,25.7,Yes
Rice,42.1,71.3,2.0,49.4,Yes
Dairy Products,8.6,0.8,5.6,25.7,No
Dairy Products,15.9,29.0,5.1,23.8,No
Rice,24.5,58.4,13.2,-0.1,No
Bread,14.3,69.5,39.7,18.6,Yes
Fruits,56.3,29.2,32.1,-1.3,No
Rice,2.7,74.6,16.7,-0.4,No
Fruits,44.9,16.3,78.6,-4.5,No
Dairy Products,9.4,18.9,8.4,25.7,No
Curry,2.3,1.4,10.3,50.8,No
Vegetables,55.5,28.4,46.9,25.3,No
Dairy Products,7.7,24.0,4.2,23.6,No
Bread,50.1,33.4,11.3,33.2,Yes
Dairy Products,19.8,2.2,1.5,4.4,Yes
Fruits,24.0,42.4,85.1,33.3,No
Curry,18.9,93.7,9.4,15.7,No
Fast Food,19.0,44.5,4.7,53.4,Yes
Rice,37.4,81.0,13.9,-4.6,No
Fruits,61.6,36.4,49.7,21.9,No
Vegetables,21.6,43.4,37.4,-1.5,No
Rice,26.3,19.0,14.8,25.4,Yes
Dairy Products,2.3,14.2,3.4,5.9,Yes
Vegetables,31.1,11.0,27.2,6.0,Yes
Dairy Products,18.1,3.9,1.8,17.8,No
Bread,48.2,130.6,69.3,12.5,Yes
Vegetables,39.2,59.7,23.5,5.0,No
Bread,49.8,67.7,36.3,10.5,Yes
Dairy Products,21.1,26.0,8.5,23.1,No
Curry,6.8,103.0,4.3,26.2,Yes
Dairy Products,28.0,0.3,10.3,4.8,Yes
Vegetables,61.0,55.6,66.4,19.7,Yes
Curry,38.8,102.5,12.2,37.3,Yes
Dairy Products,16.7,17.9,4.9,4.7,Yes
Rice,24.6,49.3,4.9,37.7,Yes
Rice,13.9,7.1,3.7,25.2,No
Bread,48.2,97.0,64.6,21.2,Yes
Vegetables,64.4,31.1,44.7,21.5,No
Fruits,27.1,12.5,55.6,34.8,No
Curry,11.8,13.9,9.4,84.6,No
Dairy Products,29.5,16.6,10.7,-4.9,No
Fruits,15.4,20.4,71.8,-2.1,No
Bread,23.2,44.9,43.6,5.5,No
Bread,47.5,77.0,17.8,35.9,Yes
Rice,46.1,6.3,6.8,44.9,No
Dairy Products,27.7,34.7,1.2,26.1,No
Bread,37.2,82.6,62.4,48.4,No
Curry,28.6,53.9,13.9,16.7,Yes
Dairy Products,6.1,35.4,8.0,19.8,No
Fruits,51.2,7.3,32.6,34.2,No
Fast Food,2.5,48.4,1.2,1.5,No
Fruits,44.0,8.4,97.7,19.3,Yes
Fruits,7.1,31.4,32.6,23.0,Yes
Fruits,30.8,15.9,35.6,32.5,No
Curry,25.5,66.1,8.1,25.5,Yes
Dairy Products,16.2,21.6,5.5,-3.6,Yes
Bread,24.0,139.1,43.8,38.1,No
Curry,39.7,100.9,14.9,35.4,No
Rice,12.9,60.3,15.2,10.1,Yes
Fast Food,22.7,5.5,4.5,68.5,No
Rice,11.2,38.9,7.2,34.3,Yes
Fast Food,19.0,32.7,1.2,75.3,No
Curry,19.4,63.5,11.2,83.3,No
Rice,25.8,82.1,8.4,15.4,No
Dairy Products,1.2,7.3,6.7,22.2,No
Fast Food,21.9,45.4,5.8,54.9,No
Fruits,14.7,42.9,14.4,31.2,No
Dairy Products,21.7,1.5,3.4,2.0,Yes
Fruits,18.2,42.4,83.9,4.9,No
Curry,22.5,97.9,12.2,78.1,No
Fast Food,7.1,45.8,5.8,23.1,No
Vegetables,42.7,47.4,49.4,39.1,No
Dairy Products,2.1,4.2,5.3,27.0,No
Bread,47.5,69.0,56.6,14.3,Yes
Curry,21.6,101.0,14.8,25.9,No
Bread,31.4,139.8,19.4,33.6,No
Curry,8.3,21.4,12.8,81.8,No
Vegetables,23.8,32.1,66.1,14.7,No
Curry,10.3,73.8,14.1,47.4,Yes
Curry,17.4,3.8,6.5,52.3,Yes
Rice,5.2,85.0,1.3,72.4,Yes
Rice,35.0,21.7,17.0,39.9,Yes
Curry,22.2,29.7,6.7,51.2,Yes
Fast Food,25.0,2.3,4.2,75.5,No
Curry,18.8,100.5,3.4,31.3,No
Fruits,14.1,34.5,8.1,9.3,Yes
Fruits,53.1,16.6,75.4,21.2,No
Fruits,27.9,15.4,61.8,38.9,No
Bread,53.9,43.6,45.5,6.7,No
Fruits,10.1,23.1,94.6,38.1,No
Vegetables,16.5,20.7,12.0,9.1,Yes
Curry,32.6,7.4,7.1,55.2,Yes
Curry,31.2,8.9,9.9,3.7,No
Rice,15.7,81.7,9.1,58.9,No
Fast Food,5.9,47.4,4.2,35.3,Yes
Bread,28.3,13.6,52.7,27.3,No
Curry,33.1,43.5,12.9,10.5,Yes
Dairy Products,29.8,35.1,3.8,19.3,No
Fast Food,11.5,17.4,5.1,61.8,No
Curry,32.1,10.6,8.5,-1.5,No
Bread,29.2,54.4,41.1,35.4,No
Vegetables,64.0,5.3,57.7,24.5,No
Bread,25.0,22.1,64.9,4.3,No
Curry,32.2,88.9,11.1,16.0,Yes
Fruits,6.4,9.6,83.0,23.1,No
Fruits,44.2,3.9,53.6,8.1,No
Curry,2.0,19.9,1.8,57.6,Yes
Curry,2.5,34.8,13.0,45.4,Yes
Vegetables,4.5,32.7,38.3,-1.8,No
Bread,48.8,32.1,8.9,28.6,Yes
Rice,26.1,6.3,4.3,23.9,Yes
Rice,22.7,13.6,13.8,74.3,No
Rice,49.6,87.6,13.0,57.6,No
Rice,1.6,59.0,12.6,76.2,No
Vegetables,55.7,28.7,3.1,31.6,Yes
Dairy Products,7.0,6.4,9.3,27.5,No
Vegetables,26.4,1.7,35.8,6.5,No
Bread,4.4,110.2,32.9,37.6,No
Curry,9.8,99.1,11.5,13.8,No
Dairy Products,15.4,25.7,8.9,-1.9,No
Bread,46.5,106.6,31.9,42.3,No
Fast Food,21.6,36.7,5.2,12.5,No
Rice,1.7,53.4,5.4,77.3,Yes
Fruits,55.2,11.1,77.4,39.4,No
Rice,2.4,9.7,12.4,42.1,No
Vegetables,35.2,54.8,20.1,-2.8,No
Curry,9.4,25.9,0.9,62.7,Yes
Fast Food,12.8,17.1,4.3,53.9,Yes
Dairy Products,6.0,18.7,7.4,-4.8,No
Curry,21.5,106.7,13.7,70.5,No
Vegetables,66.2,44.6,26.0,40.0,No
Fast Food,3.7,34.6,2.8,-3.0,No
Vegetables,60.5,46.7,17.3,17.3,Yes
Vegetables,50.0,11.7,63.3,32.9,No
Vegetables,2.2,15.5,17.3,6.5,Yes
Fruits,34.3,36.0,56.1,28.2,No
Rice,20.3,44.2,2.0,-1.5,Yes
Bread,21.4,33.6,32.1,20.0,Yes
Vegetables,21.8,30.8,8.4,29.9,No
Bread,26.9,86.2,51.0,35.6,No
Rice,21.3,34.3,2.3,29.8,Yes
Fruits,7.0,23.2,18.4,28.7,No
Bread,21.0,98.3,27.6,17.5,Yes
Vegetables,67.9,22.8,54.3,36.6,No
Fruits,36.7,44.5,87.2,3.9,No
Dairy Products,20.9,11.2,4.4,13.7,No
Rice,1.4,89.3,15.4,3.3,No
Curry,20.4,18.0,3.7,42.0,Yes
Bread,41.5,106.7,47.1,36.3,No
Fruits,64.0,10.4,40.0,30.4,No
Bread,50.4,98.3,2.0,39.5,No
Fast Food,18.2,34.4,2.7,73.1,No
Rice,4.4,37.1,12.6,18.4,No
Curry,11.7,63.3,4.2,19.5,Yes
Fast Food,12.1,0.9,2.8,63.9,No
Dairy Products,20.2,13.4,8.7,5.1,No
Bread,17.8,114.8,31.1,16.5,No
Dairy Products,22.8,19.0,8.5,27.0,No
Fruits,28.1,22.5,104.5,0.1,No
Dairy Products,29.8,8.2,4.0,14.1,Yes
Vegetables,13.7,18.8,8.9,13.4,Yes
Fast Food,4.9,16.7,4.5,46.5,No
Rice,5.4,1.1,10.2,80.1,No
Bread,38.5,57.3,29.5,3.7,No
Fast Food,7.5,59.9,5.7,43.1,No
Dairy Products,27.7,11.5,7.7,24.4,No
Bread,43.1,118.3,56.8,44.3,No
Dairy Products,7.2,6.8,6.7,10.6,No
Dairy Products,15.3,39.7,1.9,1.9,No
Bread,23.3,99.2,68.5,23.6,Yes
Vegetables,39.7,53.0,52.6,-2.1,No
Rice,34.1,47.0,10.9,1.6,No
Fruits,58.5,5.4,106.8,0.4,No
Bread,16.0,109.8,6.3,5.2,Yes
Curry,3.4,69.2,5.8,22.3,Yes
Fast Food,23.0,12.8,4.5,60.4,No
Fast Food,16.6,20.2,4.4,15.5,Yes
Bread,34.0,127.4,52.6,22.9,Yes
Vegetables,62.2,38.0,24.9,2.8,Yes
Rice,37.8,65.4,10.2,-2.2,No
Fruits,39.2,43.7,7.0,13.4,Yes
Curry,22.1,43.3,10.9,13.3,Yes
Dairy Products,29.9,18.4,5.2,8.3,Yes
Curry,39.0,92.2,0.5,-3.8,No
Rice,41.8,67.4,15.2,-3.1,No
Fruits,42.1,2.7,68.4,28.8,No
Fast Food,20.4,34.8,1.4,37.4,Yes
Vegetables,67.5,53.4,17.3,17.7,Yes
Fruits,58.1,24.3,93.5,37.0,No
Bread,4.5,76.5,21.0,43.2,Yes
Bread,27.1,69.8,28.8,33.8,No
Vegetables,12.1,6.2,71.9,7.2,Yes
Rice,43.1,72.6,3.9,25.0,No
Rice,10.1,87.7,7.5,84.3,No
Curry,34.0,46.7,14.3,18.0,Yes
Fruits,18.6,0.5,98.4,29.2,No
Fast Food,19.6,15.5,4.7,57.3,No
Fruits,41.7,6.6,16.5,15.9,Yes
Rice,7.1,63.7,4.0,63.4,Yes
Rice,36.3,32.2,15.2,13.9,Yes
Vegetables,65.2,11.6,35.7,5.4,Yes
Curry,21.8,42.6,6.3,64.6,Yes
Fruits,12.0,35.4,92.4,4.9,No
Bread,45.3,39.1,3.0,40.5,No
Rice,27.6,52.6,3.0,13.7,Yes
Curry,30.0,1.3,3.4,16.0,Yes
Dairy Products,19.2,35.5,6.4,12.6,No
Curry,15.0,58.4,8.4,78.0,No
Fruits,9.0,23.6,76.9,23.2,No
Fruits,76.0,25.7,42.0,-4.3,No
Bread,22.8,108.8,22.5,36.4,No
Bread,29.9,107.5,57.1,23.2,Yes
Bread,2.8,38.9,10.9,41.2,Yes
Fruits,42.3,16.3,22.4,27.7,No
Curry,25.8,68.7,3.7,36.1,Yes
Dairy Products,20.5,34.5,8.3,-2.4,No
Curry,4.7,61.2,11.5,69.2,No
Fast Food,9.7,4.8,4.3,-2.5,No
Fruits,35.3,41.0,70.3,13.2,No
